Index,Company Name,Company Address,Company Country,Company Link,Industry,Batch,Sub Industry,Founded,Team Size,Company Status
4047,delt.ai,"Mexico City, CDMX, Mexico",Mexico,https://www.ycombinator.com/companies/delt-ai,Fintech,Winter 2020,Fintech -> Banking and Exchange,2019,26,Acquired
4048,yBANQ,"Bengaluru, KA, India",India,https://www.ycombinator.com/companies/ybanq,Fintech,Winter 2020,Fintech -> Payments,2019,9,Acquired
4049,Pay Swifter,"Bengaluru, KA, India",India,https://www.ycombinator.com/companies/pay-swifter,Fintech,Winter 2020,Fintech -> Banking and Exchange,2021,6,Acquired
4050,Able,"Bengaluru, KA, India",India,https://www.ycombinator.com/companies/able,Consumer,Winter 2020,Consumer -> Job and Career Services,2019,50,Acquired
4051,Cron,"San Francisco, CA, USA; Remote",USA,https://www.ycombinator.com/companies/cron,B2B,Winter 2020,B2B -> Productivity,2019,3,Acquired
4052,Typedream,"San Francisco, CA, USA",USA,https://www.ycombinator.com/companies/typedream,Consumer,Winter 2020,Consumer -> Content,2020,5,Acquired
4053,Savvy,"San Francisco, CA, USA",USA,https://www.ycombinator.com/companies/savvy-2,Fintech,Winter 2020,Fintech -> Insurance,2019,12,Acquired
4054,Dropprint Genomics,"San Francisco, CA, USA",USA,https://www.ycombinator.com/companies/dropprint-genomics,Healthcare,Winter 2020,Healthcare -> Drug Discovery and Delivery,,2,Acquired
4055,Metaplane,"Boston, MA, USA",USA,https://www.ycombinator.com/companies/metaplane,B2B,Winter 2020,"B2B -> Engineering, Product and Design",2019,32,Acquired
4056,Talyn Air,"Los Angeles, CA, USA",USA,https://www.ycombinator.com/companies/talyn-air,Industrials,Winter 2020,Industrials -> Aviation and Space,2019,18,Acquired
4057,Terusama,"San Francisco, CA, USA",USA,https://www.ycombinator.com/companies/terusama,B2B,Winter 2020,B2B -> Supply Chain and Logistics,,2,Acquired
4058,Weav,"New York, NY, USA",USA,https://www.ycombinator.com/companies/weav,B2B,Winter 2020,"B2B -> Engineering, Product and Design",2020,9,Acquired
4059,Glimpse,"San Francisco, CA, USA; Remote",USA,https://www.ycombinator.com/companies/glimpse,Consumer,Winter 2020,Consumer -> Social,2019,5,Acquired
4060,Replicate,"San Francisco, CA, USA",USA,https://www.ycombinator.com/companies/replicate,B2B,Winter 2020,B2B -> Infrastructure,2019,36,Acquired
4061,Eternal,"Los Angeles, CA, USA",USA,https://www.ycombinator.com/companies/zelos,Consumer,Winter 2020,Consumer -> Gaming,,15,Acquired
4062,Dashworks,"San Francisco, CA, USA",USA,https://www.ycombinator.com/companies/dashworks,B2B,Winter 2020,B2B -> Productivity,2019,9,Acquired
4063,Flowdash,"San Francisco, CA, USA",USA,https://www.ycombinator.com/companies/flowdash,B2B,Winter 2020,"B2B -> Engineering, Product and Design",2019,5,Acquired
4064,Factored Quality,"New York, NY, USA; Remote",USA,https://www.ycombinator.com/companies/factored-quality,B2B,Winter 2020,B2B -> Supply Chain and Logistics,2021,20,Acquired
4065,FitnessAI,"New York, NY, USA",USA,https://www.ycombinator.com/companies/fitnessai,Consumer,Winter 2020,Consumer -> Home and Personal,2019,1,Acquired
4066,Hoss,"Austin, TX, USA; Remote",USA,https://www.ycombinator.com/companies/hoss,B2B,Winter 2020,"B2B -> Engineering, Product and Design",2019,3,Acquired
4067,Volumetric,"Houston, TX, USA",USA,https://www.ycombinator.com/companies/volumetric,Healthcare,Winter 2020,Healthcare -> Industrial Bio,,5,Acquired
4068,Okay,"San Francisco, CA, USA",USA,https://www.ycombinator.com/companies/okay,B2B,Winter 2020,B2B -> Productivity,2019,4,Acquired
4069,Phonic,"Foster City, CA, USA",USA,https://www.ycombinator.com/companies/phonic,B2B,Winter 2020,B2B -> Marketing,2019,8,Acquired
4070,Zaraz,"San Francisco, CA, USA; Remote",USA,https://www.ycombinator.com/companies/zaraz,B2B,Winter 2020,"B2B -> Engineering, Product and Design",2019,2,Acquired
4071,Chaos Genius,"San Francisco, CA, USA; Remote",USA,https://www.ycombinator.com/companies/chaos-genius,B2B,Winter 2020,B2B -> Analytics,2021,10,Acquired
4072,CARUPI,"São Paulo, SP, Brazil; Remote",Brazil,https://www.ycombinator.com/companies/carupi,Consumer,Winter 2020,Consumer,,50,Inactive
4073,Prelay,"San Francisco, CA, USA",USA,https://www.ycombinator.com/companies/prelay,B2B,Winter 2020,B2B -> Sales,2019,16,Inactive
4074,Syncro,"San Francisco, CA, USA; Remote",USA,https://www.ycombinator.com/companies/syncro,B2B,Winter 2020,B2B -> Recruiting and Talent,2019,1,Inactive
4075,Apartio,"São Paulo, SP, Brazil",Brazil,https://www.ycombinator.com/companies/apartio,Fintech,Winter 2020,Fintech -> Consumer Finance,,2,Inactive
4076,Valienta,"Medellín, Antioquia, Colombia; Remote",Colombia,https://www.ycombinator.com/companies/valienta,B2B,Winter 2020,B2B -> Retail,2020,20,Inactive
4077,Orchata,"Monterrey, N.L., Mexico; N.L., Mexico",Mexico,https://www.ycombinator.com/companies/orchata,Consumer,Winter 2020,Consumer -> Food and Beverage,2020,50,Inactive
4078,Viya,"Monterrey, N.L., Mexico",Mexico,https://www.ycombinator.com/companies/viya,Real Estate and Construction,Winter 2020,Real Estate and Construction -> Housing and Real Estate,2019,22,Inactive
4079,Easyplan,"MH, India",India,https://www.ycombinator.com/companies/easyplan,Fintech,Winter 2020,Fintech -> Asset Management,,8,Inactive
4080,Synapsica Healthcare,"Bengaluru, KA, India",India,https://www.ycombinator.com/companies/synapsica-healthcare,Healthcare,Winter 2020,Healthcare -> Diagnostics,2018,30,Inactive
4081,Zumo Labs,"San Francisco, CA, USA; Remote",USA,https://www.ycombinator.com/companies/zumo-labs,B2B,Winter 2020,"B2B -> Engineering, Product and Design",2020,7,Inactive
4082,Thunderpod,"MH, India; Remote",India,https://www.ycombinator.com/companies/thunderpod,B2B,Winter 2020,B2B,2021,12,Inactive
4083,SprintAI,"Bengaluru, KA, India",India,https://www.ycombinator.com/companies/sprintai,B2B,Winter 2020,B2B -> Retail,,10,Inactive
4084,PillarPlus,"MH, India",India,https://www.ycombinator.com/companies/pillarplus,Real Estate and Construction,Winter 2020,Real Estate and Construction -> Construction,2019,30,Inactive
4085,Chutney Inc,"Bengaluru, KA, India; Remote",India,https://www.ycombinator.com/companies/chutney-inc,Consumer,Winter 2020,Consumer,2020,5,Inactive
4086,goDutch,"MH, India",India,https://www.ycombinator.com/companies/godutch,Fintech,Winter 2020,Fintech -> Payments,,10,Inactive
4087,Snapboard,"London, England, United Kingdom",United Kingdom,https://www.ycombinator.com/companies/snapboard,B2B,Winter 2020,B2B -> Productivity,,2,Inactive
4088,Laserfocus,"Berlin, Berlin, Germany; Remote",Germany,https://www.ycombinator.com/companies/laserfocus,B2B,Winter 2020,B2B -> Sales,2019,2,Inactive
4089,onetool,"Berlin, Berlin, Germany; Remote",Germany,https://www.ycombinator.com/companies/onetool,B2B,Winter 2020,B2B -> Operations,2019,9,Inactive
4090,Nimbus,"Ann Arbor, MI, USA",USA,https://www.ycombinator.com/companies/nimbus,Industrials,Winter 2020,Industrials -> Automotive,2018,3,Inactive
4091,Dropbase,"San Francisco, CA, USA",USA,https://www.ycombinator.com/companies/dropbase,B2B,Winter 2020,B2B -> Operations,2019,8,Inactive
4092,Mini Exhibitions,"New York, NY, USA; Remote",USA,https://www.ycombinator.com/companies/mini-exhibitions,B2B,Winter 2020,B2B -> Recruiting and Talent,,2,Inactive
4093,Welcome,"San Francisco, CA, USA; Remote",USA,https://www.ycombinator.com/companies/welcome,B2B,Winter 2020,B2B -> Operations,2020,50,Inactive
4094,Multiverse,"Boston, MA, USA; Remote",USA,https://www.ycombinator.com/companies/multiverse,Consumer,Winter 2020,Consumer -> Gaming,2019,9,Inactive
4095,Simple Strips,"San Francisco, CA, USA",USA,https://www.ycombinator.com/companies/simple-strips,Healthcare,Winter 2020,Healthcare -> Diagnostics,,2,Inactive
4096,Pashi,"San Francisco, CA, USA; Remote",USA,https://www.ycombinator.com/companies/pashi,Industrials,Winter 2020,Industrials -> Manufacturing and Robotics,2020,3,Inactive
4097,Scout,"Berkeley, CA, USA",USA,https://www.ycombinator.com/companies/scout,B2B,Winter 2020,B2B -> Infrastructure,,8,Inactive
4098,Global Belly,"San Francisco, CA, USA; Remote",USA,https://www.ycombinator.com/companies/global-belly,B2B,Winter 2020,B2B -> Retail,2019,2,Inactive
4099,Duffl,"Santa Monica, CA, USA",USA,https://www.ycombinator.com/companies/duffl,Consumer,Winter 2020,Consumer -> Food and Beverage,2019,12,Inactive
4100,Blok,"San Francisco, CA, USA; Remote",USA,https://www.ycombinator.com/companies/blok,Consumer,Winter 2020,Consumer -> Home and Personal,2019,2,Inactive
4101,Riya Collective,"San Francisco, CA, USA",USA,https://www.ycombinator.com/companies/riya-collective,Consumer,Winter 2020,Consumer -> Apparel and Cosmetics,2019,6,Inactive
4102,Zaam,"Palo Alto, CA, USA; Remote",USA,https://www.ycombinator.com/companies/zaam,B2B,Winter 2020,B2B -> Operations,2019,2,Inactive
4103,Felix Biotechnology,"San Francisco, CA, USA",USA,https://www.ycombinator.com/companies/felix-biotechnology,Healthcare,Winter 2020,Healthcare -> Drug Discovery and Delivery,2019,6,Inactive
4104,Visual One,"San Francisco, CA, USA",USA,https://www.ycombinator.com/companies/visual-one,Consumer,Winter 2020,Consumer -> Consumer Electronics,,4,Inactive
4105,The Mercer Club,"New York, NY, USA",USA,https://www.ycombinator.com/companies/the-mercer-club,Consumer,Winter 2020,Consumer -> Apparel and Cosmetics,2019,2,Inactive
4106,Homestead,"Los Angeles, CA, USA",USA,https://www.ycombinator.com/companies/homestead,Real Estate and Construction,Winter 2020,Real Estate and Construction -> Housing and Real Estate,2020,14,Inactive
4107,Edlyft,"San Francisco, CA, USA; Remote",USA,https://www.ycombinator.com/companies/edlyft,B2B,Winter 2020,B2B -> Productivity,2020,5,Inactive
4108,Clayboard,"New York, NY, USA; Remote",USA,https://www.ycombinator.com/companies/clayboard,B2B,Winter 2020,B2B -> Productivity,2020,4,Inactive
4109,Protobase,"Chicago, IL, USA",USA,https://www.ycombinator.com/companies/protobase,B2B,Winter 2020,"B2B -> Engineering, Product and Design",2019,1,Inactive
4110,Cadence,"San Francisco, CA, USA; Remote",USA,https://www.ycombinator.com/companies/cadence,B2B,Winter 2020,B2B -> Human Resources,2019,2,Inactive
4111,"Exosonic, Inc.","Los Angeles, CA, USA",USA,https://www.ycombinator.com/companies/exosonic-inc,Industrials,Winter 2020,Industrials -> Aviation and Space,2019,14,Inactive
4112,Jamiphy,"San Francisco, CA, USA",USA,https://www.ycombinator.com/companies/jamiphy,Consumer,Winter 2020,Consumer -> Social,,1,Inactive
4113,Ardis AI,"Mountain View, CA, USA",USA,https://www.ycombinator.com/companies/ardis-ai,B2B,Winter 2020,B2B -> Infrastructure,2019,3,Inactive
4114,Glisten AI,"San Francisco, CA, USA",USA,https://www.ycombinator.com/companies/glisten-ai,B2B,Winter 2020,"B2B -> Engineering, Product and Design",2019,1,Inactive
4115,Orbiter,"San Francisco, CA, USA",USA,https://www.ycombinator.com/companies/orbiter,B2B,Winter 2020,B2B -> Analytics,2020,3,Inactive
4116,Pantheon,"San Francisco, CA, USA",USA,https://www.ycombinator.com/companies/pantheon,Education,Winter 2020,Education,2020,2,Inactive
4117,Quickcard,"San Francisco, CA, USA; Remote",USA,https://www.ycombinator.com/companies/quickcard,B2B,Winter 2020,B2B -> Sales,2020,3,Inactive
4118,Carbon-12 Labs,,,https://www.ycombinator.com/companies/carbon-12-labs,Fintech,Winter 2020,Fintech -> Payments,,,Inactive
4119,Paneau,"San Francisco, CA, USA",USA,https://www.ycombinator.com/companies/paneau,Consumer,Winter 2020,Consumer -> Content,,7,Inactive
4120,Enveloop,"Birmingham, AL, USA; Remote",USA,https://www.ycombinator.com/companies/enveloop,B2B,Winter 2020,"B2B -> Engineering, Product and Design",2021,5,Inactive
4121,RoboTire,"Plymouth, MI, USA",USA,https://www.ycombinator.com/companies/robotire,Industrials,Winter 2020,Industrials -> Automotive,,20,Inactive
4122,Lilia,"San Francisco, CA, USA; New York, NY, USA",USA,https://www.ycombinator.com/companies/lilia,Healthcare,Winter 2020,Healthcare -> Consumer Health and Wellness,2019,3,Inactive
4123,Nugget,,,https://www.ycombinator.com/companies/nugget,Consumer,Winter 2020,Consumer -> Content,2019,2,Inactive
4124,Laguna,"San Francisco, CA, USA",USA,https://www.ycombinator.com/companies/laguna,Real Estate and Construction,Winter 2020,Real Estate and Construction -> Housing and Real Estate,2019,2,Inactive
4125,Hideout,"Los Angeles, CA, USA",USA,https://www.ycombinator.com/companies/hideout,Consumer,Winter 2020,Consumer -> Food and Beverage,2019,1,Inactive
4126,Datree,"Tel Aviv-Yafo, Tel Aviv District, Israel",Israel,https://www.ycombinator.com/companies/datree,B2B,Winter 2020,B2B -> Security,,16,Inactive
4127,HelpNow,"MH, India",India,https://www.ycombinator.com/companies/helpnow,Healthcare,Winter 2020,Healthcare -> Healthcare Services,,50,Inactive
4128,Milo,"San Francisco, CA, USA; Vancouver, BC, Canada; Seattle, WA, USA",USA,https://www.ycombinator.com/companies/milo,Consumer,Winter 2020,Consumer -> Home and Personal,2019,4,Inactive
4129,Moxion Power Co.,"Richmond, CA, USA",USA,https://www.ycombinator.com/companies/moxion-power-co,Industrials,Winter 2021,Industrials -> Energy,2020,380,Inactive
4130,Zepto,"MH, India",India,https://www.ycombinator.com/companies/zepto,Consumer,Winter 2021,Consumer -> Food and Beverage,2020,1300,Active
4131,Kiwify,"SC, Brazil; Remote",Brazil,https://www.ycombinator.com/companies/kiwify,Education,Winter 2021,Education,2020,200,Active
4132,Nano Technologies,"Hanoi, Vietnam",Vietnam,https://www.ycombinator.com/companies/nano-technologies,Fintech,Winter 2021,Fintech -> Credit and Lending,2020,17,Active
4133,Flux,"Lagos, LA, Nigeria; LA, Nigeria",Nigeria,https://www.ycombinator.com/companies/flux-2,Fintech,Winter 2021,Fintech -> Payments,2020,8,Active
4134,Meru.com,"Mexico City, CDMX, Mexico",Mexico,https://www.ycombinator.com/companies/meru-com,B2B,Winter 2021,B2B -> Retail,2020,70,Active
4135,R.care,Remote,Remote,https://www.ycombinator.com/companies/r-care,Healthcare,Winter 2021,Healthcare -> Consumer Health and Wellness,2021,3,Active
4136,Kanda,"Birmingham, England, United Kingdom; Remote",United Kingdom,https://www.ycombinator.com/companies/kanda,Fintech,Winter 2021,Fintech -> Credit and Lending,2018,8,Active
4137,Ollama,"Palo Alto, CA, USA",USA,https://www.ycombinator.com/companies/ollama,B2B,Winter 2021,B2B -> Infrastructure,,,Active
4138,Chorus Sleep,"San Francisco, CA, USA; Remote",USA,https://www.ycombinator.com/companies/chorus-sleep,B2B,Winter 2021,B2B,2019,4,Active
4139,NextPay,"Makati, NCR, Philippines",Philippines,https://www.ycombinator.com/companies/nextpay,Fintech,Winter 2021,Fintech -> Banking and Exchange,2019,25,Active
4140,Camlist,"London, England, United Kingdom; Remote",United Kingdom,https://www.ycombinator.com/companies/camelan,Consumer,Winter 2021,Consumer -> Home and Personal,2020,5,Active
4141,AXAR AI,"Mountain View, CA, USA",USA,https://www.ycombinator.com/companies/axar-ai,B2B,Winter 2021,"B2B -> Engineering, Product and Design",2021,41,Active
4142,MagicBell,"Barcelona, CT, Spain; Remote",Spain,https://www.ycombinator.com/companies/magicbell,B2B,Winter 2021,"B2B -> Engineering, Product and Design",2020,4,Active
4143,Terra API,"London, England, United Kingdom",United Kingdom,https://www.ycombinator.com/companies/terra-api,B2B,Winter 2021,"B2B -> Engineering, Product and Design",2020,25,Active
4144,Reshape Biotech,"Copenhagen, Denmark",Denmark,https://www.ycombinator.com/companies/reshape-biotech,Healthcare,Winter 2021,Healthcare -> Industrial Bio,2018,40,Active
4145,Shepherd,"San Francisco, CA, USA",USA,https://www.ycombinator.com/companies/shepherd,Fintech,Winter 2021,Fintech -> Insurance,2020,5,Active
4146,SwiftSku,"New York, NY, USA; Remote",USA,https://www.ycombinator.com/companies/swiftsku,B2B,Winter 2021,B2B -> Retail,2019,35,Active
4147,Kilobaser,"Graz, Styria, Austria",Austria,https://www.ycombinator.com/companies/kilobaser,Healthcare,Winter 2021,Healthcare -> Medical Devices,2014,10,Active
4148,My NextDerma,"Zapopan, Jal., Mexico",Mexico,https://www.ycombinator.com/companies/my-nextderma,Healthcare,Winter 2021,Healthcare -> Consumer Health and Wellness,2019,12,Active
4149,H3X Technologies,"Denver, CO, USA",USA,https://www.ycombinator.com/companies/h3x-technologies,Industrials,Winter 2021,Industrials -> Aviation and Space,2020,58,Active
4150,Bloom,"New York, NY, USA; San Francisco, CA, USA",USA,https://www.ycombinator.com/companies/bloom-3,Fintech,Winter 2021,Fintech -> Consumer Finance,2021,8,Active
4151,Clear,"London, England, United Kingdom; Remote",United Kingdom,https://www.ycombinator.com/companies/clear,Consumer,Winter 2021,Consumer -> Social,2021,2,Active
4152,Mayan,"Las Vegas, NV, USA; Remote",USA,https://www.ycombinator.com/companies/mayan,B2B,Winter 2021,B2B -> Operations,2020,14,Active
4153,Triomics,"San Francisco, CA, USA",USA,https://www.ycombinator.com/companies/triomics,Healthcare,Winter 2021,Healthcare -> Healthcare Services,2021,50,Active
4154,Arpio,"Durham, NC, USA; Remote",USA,https://www.ycombinator.com/companies/arpio,B2B,Winter 2021,B2B -> Infrastructure,2018,7,Active
4155,Authologic,Remote,Remote,https://www.ycombinator.com/companies/authologic,B2B,Winter 2021,"B2B -> Engineering, Product and Design",2020,33,Active
4156,Waydev,"Menlo Park, CA, USA",USA,https://www.ycombinator.com/companies/waydev,B2B,Winter 2021,B2B -> Productivity,2017,13,Active
4157,Nuntius Therapeutics,"London, England, United Kingdom",United Kingdom,https://www.ycombinator.com/companies/nuntius-therapeutics,Healthcare,Winter 2021,Healthcare -> Therapeutics,2021,2,Active
4158,MindPortal,"London, England, United Kingdom",United Kingdom,https://www.ycombinator.com/companies/mindportal,Consumer,Winter 2021,Consumer -> Consumer Electronics,2019,10,Active
4159,Forcyte Biotechnologies,"Los Angeles, CA, USA",USA,https://www.ycombinator.com/companies/forcyte-biotechnologies,Healthcare,Winter 2021,Healthcare -> Diagnostics,2017,5,Active
4160,Moonvalley,,,https://www.ycombinator.com/companies/moonvalley,Consumer,Winter 2021,Consumer -> Virtual and Augmented Reality,2023,95,Active
4161,hoop.dev,"São Paulo, SP, Brazil; Remote",Brazil,https://www.ycombinator.com/companies/hoop-dev,B2B,Winter 2021,"B2B -> Engineering, Product and Design",2020,3,Active
4162,Routine,"Paris, Île-de-France, France",France,https://www.ycombinator.com/companies/routine,B2B,Winter 2021,B2B -> Productivity,2020,8,Active
4163,Djamo,"Abidjan, Abidjan Autonomous District, Ivory Coast; Dakar, Dakar Region, Senegal",Ivory Coast,https://www.ycombinator.com/companies/djamo,Fintech,Winter 2021,Fintech -> Banking and Exchange,2020,250,Active
4164,Turing College,"Vilnius, Vilnius County, Lithuania",Lithuania,https://www.ycombinator.com/companies/turing-college,Education,Winter 2021,Education,2020,50,Active
4165,HUBUC,"Barcelona, CT, Spain; London, England, United Kingdom",Spain,https://www.ycombinator.com/companies/hubuc,Fintech,Winter 2021,Fintech -> Payments,2020,11,Active
4166,Wasp,"Zagreb, Croatia; Remote",Croatia,https://www.ycombinator.com/companies/wasp,B2B,Winter 2021,"B2B -> Engineering, Product and Design",2020,2,Active
4167,Vendease,"Lagos, LA, Nigeria; LA, Nigeria",Nigeria,https://www.ycombinator.com/companies/vendease,B2B,Winter 2021,B2B -> Supply Chain and Logistics,2019,250,Active
4168,Jiga,Remote,Remote,https://www.ycombinator.com/companies/jiga,B2B,Winter 2021,B2B -> Supply Chain and Logistics,2020,25,Active
4169,Broad,"London, England, United Kingdom; Remote",United Kingdom,https://www.ycombinator.com/companies/broad,Fintech,Winter 2021,Fintech -> Banking and Exchange,2019,5,Active
4170,Estoca,"São Paulo, SP, Brazil",Brazil,https://www.ycombinator.com/companies/estoca,B2B,Winter 2021,B2B -> Supply Chain and Logistics,2020,150,Active
4171,Recover,"San Diego, CA, USA",USA,https://www.ycombinator.com/companies/recover,Healthcare,Winter 2021,Healthcare -> Consumer Health and Wellness,2021,10,Active
4172,Navattic,"New York, NY, USA",USA,https://www.ycombinator.com/companies/navattic,B2B,Winter 2021,B2B -> Marketing,2020,35,Active
4173,Mystic,"London, England, United Kingdom",United Kingdom,https://www.ycombinator.com/companies/mystic,B2B,Winter 2021,B2B -> Infrastructure,2019,11,Active
4174,UPchieve,"New York, NY, USA; Remote",USA,https://www.ycombinator.com/companies/upchieve,Education,Winter 2021,Education,2016,15,Active
4175,Somos,"Medellín, Antioquia, Colombia",Colombia,https://www.ycombinator.com/companies/somos,Real Estate and Construction,Winter 2021,Real Estate and Construction -> Housing and Real Estate,2019,250,Active
4176,Voosh,"Bengaluru, KA, India",India,https://www.ycombinator.com/companies/voosh,B2B,Winter 2021,B2B,2020,15,Active
4177,Poliglota,"Santiago, Santiago Metropolitan Region, Chile",Chile,https://www.ycombinator.com/companies/poliglota,Education,Winter 2021,Education,2012,170,Active
4178,peopleCQ,"Cairo, Cairo Governorate, Egypt",Egypt,https://www.ycombinator.com/companies/peoplecq,Fintech,Winter 2021,Fintech -> Asset Management,2019,85,Active
4179,Axolo,"Paris, Île-de-France, France; Remote",France,https://www.ycombinator.com/companies/axolo,B2B,Winter 2021,"B2B -> Engineering, Product and Design",2021,2,Active
4180,Dayra,"Cairo, Cairo Governorate, Egypt",Egypt,https://www.ycombinator.com/companies/dayra,Fintech,Winter 2021,Fintech -> Credit and Lending,2020,10,Active
4181,Rethoric,"San Diego, CA, USA; Remote",USA,https://www.ycombinator.com/companies/rethoric,B2B,Winter 2021,B2B -> Marketing,2021,4,Active
4182,Prospa,"Lagos, LA, Nigeria",Nigeria,https://www.ycombinator.com/companies/prospa,Fintech,Winter 2021,Fintech -> Banking and Exchange,2019,70,Active
4183,Jetdocs,"Toronto, ON, Canada; Remote",Canada,https://www.ycombinator.com/companies/jetdocs,B2B,Winter 2021,B2B -> Operations,2020,2,Active
4184,Gigs,"San Francisco, CA, USA",USA,https://www.ycombinator.com/companies/gigs,B2B,Winter 2021,"B2B -> Engineering, Product and Design",2020,90,Active
4185,BusinessOnBot,"Bengaluru, KA, India",India,https://www.ycombinator.com/companies/businessonbot,B2B,Winter 2021,B2B -> Operations,2020,25,Active
4186,REGENT,"North Kingstown, RI, USA",USA,https://www.ycombinator.com/companies/regent,Industrials,Winter 2021,Industrials -> Aviation and Space,2020,40,Active
4187,Spline,"Reston, VA, USA; Remote",USA,https://www.ycombinator.com/companies/spline,B2B,Winter 2021,B2B -> Productivity,2020,25,Active
4188,OlaClick,"Lima, Callao Region, Peru; Lima, Lima Province, Peru; Remote",Peru,https://www.ycombinator.com/companies/olaclick,Consumer,Winter 2021,Consumer -> Food and Beverage,2020,30,Active
4189,Treinta,"Bogotá, Bogota, Colombia",Colombia,https://www.ycombinator.com/companies/treinta,B2B,Winter 2021,B2B -> Productivity,2020,60,Active
4190,Svix,"San Francisco, CA, USA",USA,https://www.ycombinator.com/companies/svix,B2B,Winter 2021,B2B -> Infrastructure,2021,12,Active
4191,Foster,"New York, NY, USA; Remote",USA,https://www.ycombinator.com/companies/compound-writing,Consumer,Winter 2021,Consumer -> Home and Personal,2020,15,Active
4192,Machine26,"Berlin, Berlin, Germany",Germany,https://www.ycombinator.com/companies/machine26,Real Estate and Construction,Winter 2021,Real Estate and Construction -> Construction,2019,12,Active
4193,Swadesi Way,"Delhi, DL, India; Remote",India,https://www.ycombinator.com/companies/swadesi-way,Consumer,Winter 2021,Consumer -> Food and Beverage,2020,9,Active
4194,Rejoy Health,"Palo Alto, CA, USA",USA,https://www.ycombinator.com/companies/rejoy-health,Healthcare,Winter 2021,Healthcare -> Healthcare IT,2021,8,Active
4195,FlowEQ,"San Francisco, CA, USA; Pleasanton, CA, USA",USA,https://www.ycombinator.com/companies/floweq,B2B,Winter 2021,B2B -> Productivity,2018,7,Active
4196,Alpas,"Berlin, Berlin, Germany",Germany,https://www.ycombinator.com/companies/alpas,B2B,Winter 2021,B2B,2020,5,Active
4197,GreaseBoss,"Sunshine Coast, QLD, Australia",Australia,https://www.ycombinator.com/companies/greaseboss,Industrials,Winter 2021,Industrials -> Manufacturing and Robotics,2020,10,Active
4198,Kidato,"Nairobi, Nairobi County, Kenya; Remote",Kenya,https://www.ycombinator.com/companies/kidato,Education,Winter 2021,Education,2020,15,Active
4199,FlutterFlow,,,https://www.ycombinator.com/companies/flutterflow,B2B,Winter 2021,"B2B -> Engineering, Product and Design",2020,55,Active
4200,AgendaPro,"Santiago, Santiago Metropolitan Region, Chile",Chile,https://www.ycombinator.com/companies/agendapro,B2B,Winter 2021,B2B -> Marketing,2014,50,Active
4201,Infracost,Remote,Remote,https://www.ycombinator.com/companies/infracost,B2B,Winter 2021,"B2B -> Engineering, Product and Design",2020,20,Active
4202,Chatwoot,"San Francisco, CA, USA; Remote",USA,https://www.ycombinator.com/companies/chatwoot,B2B,Winter 2021,B2B -> Operations,2020,9,Active
4203,Pagaloop,"Mexico City, CDMX, Mexico; Remote",Mexico,https://www.ycombinator.com/companies/pagaloop,Fintech,Winter 2021,Fintech -> Payments,2020,23,Active
4204,Ziina,"Dubai, United Arab Emirates",United Arab Emirates,https://www.ycombinator.com/companies/ziina,Fintech,Winter 2021,Fintech -> Consumer Finance,2020,25,Active
4205,Alokai,"Warsaw, Masovian Voivodeship, Poland; Remote",Poland,https://www.ycombinator.com/companies/alokai,B2B,Winter 2021,"B2B -> Engineering, Product and Design",2020,100,Active
4206,Zealth,"Bengaluru, KA, India; Remote",India,https://www.ycombinator.com/companies/zealth,Healthcare,Winter 2021,Healthcare -> Healthcare IT,2020,2,Active
4207,Houm,"Santiago, Santiago Metropolitan Region, Chile",Chile,https://www.ycombinator.com/companies/houm,Real Estate and Construction,Winter 2021,Real Estate and Construction -> Housing and Real Estate,2018,400,Active
4208,Entelexo Biotherapeutics,"Irvine, CA, USA",USA,https://www.ycombinator.com/companies/entelexo-biotherapeutics,Healthcare,Winter 2021,Healthcare -> Therapeutics,2020,3,Active
4209,Morada Uno,"Mexico City, CDMX, Mexico",Mexico,https://www.ycombinator.com/companies/morada-uno,Real Estate and Construction,Winter 2021,Real Estate and Construction -> Housing and Real Estate,2020,150,Active
4210,Z1,"São Paulo, SP, Brazil; Remote",Brazil,https://www.ycombinator.com/companies/z1,Fintech,Winter 2021,Fintech -> Consumer Finance,2019,80,Active
4211,Haystack,"San Francisco, CA, USA; Remote",USA,https://www.ycombinator.com/companies/haystack,B2B,Winter 2021,"B2B -> Engineering, Product and Design",2019,6,Active
4212,Mendel,"Mexico City, CDMX, Mexico",Mexico,https://www.ycombinator.com/companies/mendel,Fintech,Winter 2021,Fintech -> Banking and Exchange,2021,5,Active
4213,Ontop,"Miami, FL, USA; Remote",USA,https://www.ycombinator.com/companies/ontop,B2B,Winter 2021,B2B,2020,192,Active
4214,Stayflexi,"San Francisco, CA, USA; Bengaluru, KA, India",USA,https://www.ycombinator.com/companies/stayflexi,B2B,Winter 2021,B2B,2019,43,Active
4215,Soraban,"Tempe, AZ, USA",USA,https://www.ycombinator.com/companies/soraban,B2B,Winter 2021,B2B -> Finance and Accounting,2021,50,Active
4216,Lamar Health,"San Mateo, CA, USA",USA,https://www.ycombinator.com/companies/lamar-health,Healthcare,Winter 2021,Healthcare -> Healthcare IT,2022,15,Active
4217,Compose.ai,"San Francisco, CA, USA; Remote",USA,https://www.ycombinator.com/companies/compose-ai,B2B,Winter 2021,B2B -> Productivity,2020,7,Active
4218,Manara,"Berkeley, CA, USA; Remote",USA,https://www.ycombinator.com/companies/manara,B2B,Winter 2021,B2B -> Recruiting and Talent,2020,10,Active
